Hotel_Name,Property_type,Room_type,Bed_type,Min_nights,Max_nights,No_of_reviews,Accomodates,Bedrooms,Beds,Bathrooms,Price,Security_deposit,Cleaning_fee,Guests,Host_name,Host_location,Host_response,Host_total_listings,Street,Suburb,Gov_area,Market,Country,Coun_code,Longitude,Latitude,Availability_30,Availability_60,Availability_90,Availability_365,Accuracy_score,Clean_score,Checkin_score,Communication_score,Location_score,Value_score,Rating
Well connected central modernist apartment,Private room,Private room,Real Bed,1,16,2,2,1,2,1,80,0,10,1,Anna,"Barcelona, Catalonia, Spain",0,1,"Barcelona, Catalunya, Spain",Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,2.15819,41.38308,0,0,0,0,10,10,10,10,10,10,100
Terrace and pool apartment near the Barcelona,Entire home/apt,Entire home/apt,Real Bed,1,1125,5,10,3,9,2,110,400,120,2,Apartment Barcelona,"Barcelona, Catalonia, Spain",100,56,"Barcelona, Catalunya, Spain",Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,2.16011,41.40502,15,33,54,301,9,9,9,9,9,9,92
旺角太子的私家空中花園,Entire home/apt,Entire home/apt,Real Bed,1,1125,1,4,2,2,1,1680,0,0,1,蘭芳姐,HK,0,2,"九龍, 九龍, Hong Kong",Shek Kip Mei,Sham Shui Po,Hong Kong,Hong Kong,HK,114.1692,22.32758,0,0,0,0,0,0,0,0,0,0,0
Surfers Farm Shack,Entire home/apt,Entire home/apt,Real Bed,1,1125,29,2,0,1,1,85,0,70,1,Erik,US,100,4,"Waialua, HI, United States",Oʻahu,North Shore Oahu,Oahu,United States,US,-158.15757,21.57967,6,16,42,125,10,9,9,9,10,9,95
WEST COAST,Entire home/apt,Entire home/apt,Real Bed,7,1125,13,6,3,4,1,86,200,0,1,Catherine,"Porto, Porto District, Portugal",90,1,"Vila Chã, Porto, Portugal",,Vila Chã,Porto,Portugal,PT,-8.73359,41.29349,27,54,67,145,10,10,10,10,10,10,100
Comfortable 3 bedroom in Copacabana,Entire home/apt,Entire home/apt,Real Bed,10,1125,1,6,3,3,2,500,250,100,1,Claudio,"Rio de Janeiro, Rio de Janeiro, Brazil",0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.18414288760948,-22.970608091218523,0,0,0,0,10,10,10,10,10,10,100
"Modern,Comfy and water view room",Private room,Private room,Real Bed,2,1125,7,2,1,2,1,109,300,40,1,Purple,"Sydney, New South Wales, Australia",100,1,"Rhodes, NSW, Australia",Rhodes,Canada Bay,Sydney,Australia,AU,151.08383,-33.83084,27,57,87,178,9,9,9,10,10,9,93
Flat in Moda near the sea for one or two persons.,Entire home/apt,Entire home/apt,Real Bed,90,365,0,2,1,1,1,84,0,0,1,Kemal,Turkey,100,2,"Kadıköy, İstanbul, Turkey",Moda,Kadikoy,Istanbul,Turkey,TR,29.02331,40.98428,0,0,0,199,0,0,0,0,0,0,0
2541 - AB GRACIA SPACIOUS - Apartment for 4 with private terrace in Gràcia,Entire home/apt,Entire home/apt,Real Bed,32,330,0,4,2,3,1,70,0,120,4,Robbie & Kay,"Barcelona, Catalonia, Spain",70,113,"BARCELONA, city, Spain",Vila de Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,2.16088,41.39817,4,29,59,334,0,0,0,0,0,0,0
Back-to-Back House II,Entire home/apt,Entire home/apt,Real Bed,2,15,304,6,2,3,2,48,0,0,2,Joana & Rui,"Porto, Porto District, Portugal",100,2,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61448,41.14982,8,21,27,247,10,9,10,10,10,10,90
One-Bedroom Apartment With Balcony! (Bridges),Entire home/apt,Entire home/apt,Real Bed,2,28,0,4,1,2,1,90,0,10,1,OportoDesign,"Porto, Porto District, Portugal",100,8,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61027,41.14334,14,29,38,228,0,0,0,0,0,0,0
Double Room with private WC,Private room,Private room,Real Bed,1,30,0,2,1,1,1,60,0,0,1,Oporto,Porto,0,4,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.60819,41.15338,0,0,0,56,0,0,0,0,0,0,0
"Haiku's Best#5--AC, Netflix, Discounts @ 3 nights+",Entire home/apt,Entire home/apt,Real Bed,1,1125,36,4,1,1,1,99,0,84,2,Floyd,"Kihei, Hawaii, United States",100,8,"Haiku-Pauwela, HI, United States",Haiku/Pauwela,Paia-Haiku,Maui,United States,US,-156.31669,20.92976,3,7,13,209,10,10,10,10,10,10,96
Free Parking! North Star Flats@Ribeira & Cellars 5,Entire home/apt,Entire home/apt,Real Bed,2,1125,56,2,1,2,1,45,0,25,1,Maria Fernando,"Porto, Porto District, Portugal",100,7,"Vila Nova de Gaia, Porto, Portugal",,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,-8.61182,41.13719,27,42,60,289,10,10,10,10,10,10,97
2633 - AB Barceloneta - Artistic Style Apartment - Beachside apartment for 2 with balcony and WiFi,Entire home/apt,Entire home/apt,Real Bed,32,330,0,2,1,1,1,60,0,120,2,Robbie & Kay,"Barcelona, Catalonia, Spain",70,113,"BARCELONA, city, Spain",La Barceloneta,la Barceloneta,Barcelona,Spain,ES,2.19012,41.38033,7,7,7,29,0,0,0,0,0,0,0
Tranquil Garden Getaway,Entire home/apt,Entire home/apt,Real Bed,3,60,19,2,1,1,1,125,500,100,2,John And Chris,"Kealakekua, Hawaii, United States",100,1,"Kealakekua, HI, United States",Island of Hawaiʻi,South Kona,The Big Island,United States,US,-155.92696,19.51331,13,43,73,163,10,10,10,10,10,10,99
Habitación cerca a Sagrada Familia,Private room,Private room,Real Bed,1,1125,50,1,1,1,1,18,0,0,1,Francisco,"Barcelona, Catalonia, Spain",98,3,"Barcelona, Catalunya, Spain",Sant Andreu,Navas,Barcelona,Spain,ES,2.1805,41.41756,15,35,63,338,9,7,9,9,9,8,80
"Artsy and Comfy Bedroom, Living Room, Terrace",Private room,Private room,Real Bed,2,90,0,1,1,1,1,75,0,0,1,Marysia,"New York, New York, United States",0,1,"Brooklyn, NY, United States",Crown Heights,Crown Heights,New York,United States,US,-73.9513,40.6769,15,15,15,15,0,0,0,0,0,0,0
"Comfortable, cozy,  very nice location in moda cd",Entire home/apt,Entire home/apt,Real Bed,3,1125,20,2,2,2,1,221,0,0,1,Nalan,"Istanbul, Turkey",100,1,"Istanbul, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,29.02372,40.98429,12,42,72,252,10,10,10,10,10,10,99
Terrace Guesthouse FAMILY ROOM,Private room,Private room,Real Bed,1,1125,0,5,2,4,1,833,0,0,1,Doğan,"Istanbul, İstanbul, Turkey",100,3,"Fatih, İstanbul, Turkey",Sultanahmet,Fatih,Istanbul,Turkey,TR,28.98059,41.0057,30,60,90,365,0,0,0,0,0,0,0
Room A4,Private room,Private room,Real Bed,1,1125,34,3,1,3,1,79,0,10,1,Sam,ES,86,2,"Barcelona, Catalunya, Spain",Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,2.16673,41.38789,12,40,69,344,9,9,9,9,10,9,85
Leighton Apartment - Times #E (禮寓-時代館 #E),Private room,Private room,Real Bed,1,1125,6,2,0,1,1,628,0,0,1,Chun Hung,"Hong Kong Island, Hong Kong",100,12,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,114.18378,22.2765,21,51,81,81,10,10,10,10,10,10,97
Cozy Room near the Beach and 10 min away city cent,Private room,Private room,Real Bed,3,20,24,2,1,1,1,50,200,15,1,Carlos,"Mexico City, Distrito Federal, Mexico",90,3,"Barcelona, Catalunya, Spain",El Poblenou,el Poblenou,Barcelona,Spain,ES,2.19918,41.39715,0,6,29,140,10,9,10,10,9,9,92
-MAISON ALEXANDRA- 3 STOREY WATERFRONT PH FLOOR,Entire home/apt,Entire home/apt,Real Bed,2,1125,9,16,7,7,4,1200,0,400,12,Jonathan,Canada,98,6,"Montréal, QC, Canada",Old Montreal,Ville-Marie,Montreal,Canada,CA,-73.55329,45.50303,11,28,43,207,10,10,10,10,10,10,100
Hawaii Is Calling You!! Answer the Call!!,Entire home/apt,Entire home/apt,Real Bed,3,30,19,2,0,1,1,99,100,75,1,Edna,"Iowa, United States",100,1,"Kailua-Kona, HI, United States",Island of Hawaiʻi,North Kona,The Big Island,United States,US,-155.99107,19.63583,0,6,15,103,10,10,10,10,10,10,99
ABSOLUTE SAGRADA FAMILIA 2,Entire home/apt,Entire home/apt,Real Bed,2,30,29,6,2,4,1,115,0,45,2,Arturo,"Barcelona, Catalonia, Spain",100,6,"Barcelona, Catalunya, Spain",Eixample,la Sagrada Família,Barcelona,Spain,ES,2.17574,41.40557,1,3,7,142,10,10,10,10,10,10,99
boğaz & doğa manzaralı,Entire home/apt,Entire home/apt,Real Bed,10,30,0,12,1,3,1,501,0,0,1,Serkan,TR,0,1,"Sarıyer, İstanbul, Turkey",,Sariyer,Istanbul,Turkey,TR,29.0437,41.16696,30,60,90,365,0,0,0,0,0,0,0
The Mile End Nest,Entire home/apt,Entire home/apt,Real Bed,3,1125,33,2,1,1,1,219,500,30,2,Jason,"Milan, Lombardy, Italy",100,1,"Montreal, QC, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.59243,45.52636,30,60,90,90,10,10,10,10,10,10,100
*-25% Discount* Modern Space Suite  with Concierge,Entire home/apt,Entire home/apt,Real Bed,2,1125,19,5,1,2,1,99,500,70,4,Lux For Less,"Montreal, Québec, Canada",92,13,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,-73.57948,45.49994,0,0,0,0,9,9,9,9,10,9,89
Modern apartment Bondi Beach,Entire home/apt,Entire home/apt,Real Bed,2,1124,2,2,1,1,1,200,0,40,1,Boudine,"New South Wales, Australia",0,1,"Bondi, NSW, Australia",Bondi,Waverley,Sydney,Australia,AU,151.26902,-33.8944,0,5,35,36,10,10,10,10,10,10,100
"COME INN 2인실B(1더블침대) 침사취이역B1에서 5분거리, 한국어 영어 중국어가능",Private room,Private room,Real Bed,1,30,40,2,1,1,1,259,0,48,1,Bella,South Korea,100,6,"Hong Kong, Kowloon, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17388,22.30196,18,31,31,31,10,9,9,10,10,9,94
Clean Private Studio/Full Bath & Kitchenette #1,Entire home/apt,Entire home/apt,Real Bed,1,1125,22,4,0,2,1,53,0,25,2,Alex & Kate,"Naalehu, Hawaii, United States",100,3,"Naalehu, HI, United States",Island of Hawaiʻi,Kau,The Big Island,United States,US,-155.63085,19.04513,22,49,71,161,10,10,10,10,9,10,98
Tranquillité en ville près de tous,Entire home/apt,Entire home/apt,Real Bed,7,1125,3,3,1,1,1,64,0,0,1,Johanne,"Sainte-Adèle, Quebec, Canada",100,1,"Montréal, Québec, Canada",Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,-73.62062,45.54563,0,0,0,228,10,10,10,10,10,10,100
(inRAMBLAS) 1double room! Historic center,Private room,Private room,Real Bed,2,30,49,2,1,2,1,68,150,8,2,Jorge,"Barcelona, Catalonia, Spain",100,4,"Barcelona, Catalunya, Spain",El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,2.17696,41.37818,4,18,42,47,9,9,10,10,10,9,91
Superbe maison vintage au cœur du plateau,Entire home/apt,Entire home/apt,Real Bed,4,1125,0,6,3,3,1,284,0,0,1,Kyle,"Montreal, Quebec, Canada",100,12,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.56918,45.53972,30,60,90,365,0,0,0,0,0,0,0
"Kona Reef, F5 - Beautiful remodeled Condo stunning ocean/sunset views",Entire home/apt,Entire home/apt,Real Bed,1,720,10,3,1,1,1,159,300,170,1,First Island Realty,"Kailua-Kona, Hawaii, United States",100,6,"Kailua-Kona, HI, United States",Island of Hawaiʻi,North Kona,The Big Island,United States,US,-155.98876,19.63025,8,33,63,308,10,9,10,10,10,9,96
Central 3 Beds + Breakfast & Balcony (3A),Private room,Private room,Real Bed,1,1125,40,3,1,2,1,40,0,0,1,Charly,"Barcelona, Catalonia, Spain",100,1,"Barcelona, Catalunya, Spain",Sant Antoni,Sant Antoni,Barcelona,Spain,ES,2.16078,41.38334,7,19,39,81,9,8,9,9,10,9,84
Cacao-Ocean Room at Hamakua Chocolate Farm,Private room,Private room,Real Bed,2,9,12,2,1,1,1,169,0,39,1,Berndt And Dan,"Papaikou, Hawaii, United States",100,3,"Papaikou, HI, United States",Island of Hawaiʻi,South Hilo,The Big Island,United States,US,-155.10169,19.79571,13,28,55,145,10,10,10,10,10,10,100
WONDERFUL APARTMENT NEAR PASEO DE GRACIA,Entire home/apt,Entire home/apt,Real Bed,2,1125,13,7,3,5,2,80,100,50,3,Mara,"Valencia, Valencian Community, Spain",96,22,"Barcelona, Catalunya, Spain",Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,2.15482,41.38046,0,3,20,275,9,9,9,10,10,9,86
Sweet Home in Porto,Private room,Private room,Real Bed,1,3,72,2,1,1,1,20,0,6,1,Priscila,"Porto, Porto District, Portugal",100,3,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.62006,41.16364,4,18,39,39,10,10,10,10,9,9,93
Big double room with private bathroom,Private room,Private room,Real Bed,2,1125,16,2,1,1,1,55,0,0,1,Angel,"Barcelona, Catalonia, Spain",67,1,"Barcelona, Catalunya, Spain",L'Antiga Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,2.14306,41.38186,0,0,0,0,10,10,10,10,10,9,96
Chambre lumineuse dans le Mile end!,Private room,Private room,Real Bed,3,1125,1,2,1,1,1,40,500,40,2,Laurence,"Montreal, Québec, Canada",0,1,"Montréal, Québec, Canada",Mile End,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.59643,45.52697,0,0,0,0,0,0,0,0,0,0,0
Bondi Beachside Bliss,Entire home/apt,Entire home/apt,Real Bed,3,1125,0,4,2,3,1,200,0,100,1,Clarissa,"Sydney, New South Wales, Australia",0,1,"Bondi Beach, NSW, Australia",North Bondi,Waverley,Sydney,Australia,AU,151.27057,-33.88326,0,0,0,0,0,0,0,0,0,0,0
"Nice room, Lovely apartment next to the beach",Private room,Private room,Real Bed,2,1125,15,2,1,1,1,44,100,10,1,Jor,"Barcelona, Catalonia, Spain",40,1,"Barcelona, Catalunya, Spain",El Poblenou,el Poblenou,Barcelona,Spain,ES,2.19975,41.40125,3,10,16,85,9,8,9,9,9,9,87
Kama'iki,Entire home/apt,Entire home/apt,Real Bed,2,1125,5,4,2,2,1,170,100,150,4,Marlene,"Honomu, Hawaii, United States",100,2,"Ewa Beach, HI, United States",Leeward Side,Ewa,Oahu,United States,US,-157.99501,21.31398,16,35,50,307,7,7,10,9,7,7,80
Beach front condo - Prime location,Entire home/apt,Entire home/apt,Real Bed,30,36,0,2,1,1,1,65,350,125,2,Skye,"Hilo, Hawaii, United States",0,2,"Hilo, HI, United States",Hilo,South Hilo,The Big Island,United States,US,-155.01192,19.73638,0,4,34,34,0,0,0,0,0,0,0
Design apartment with amazing views,Entire home/apt,Entire home/apt,Real Bed,32,1125,1,2,1,1,1,75,400,80,2,David,"Barcelona, Catalonia, Spain",81,8,"Barcelona, CT, Spain",Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,2.15076,41.4069,0,26,28,303,0,0,0,0,0,0,0
İstanbul Üsküdar  Sweet House in Rent for 4 months,Shared room,Shared room,Real Bed,1,120,0,2,1,3,1,95,791,105,3,Mehtap,"Üsküdar, Istanbul, Turkey",0,1,"Üsküdar, İstanbul, Turkey",Üsküdar,Uskudar,Istanbul,Turkey,TR,29.01415,41.01496,11,11,29,119,0,0,0,0,0,0,0
La lumière,Entire home/apt,Entire home/apt,Real Bed,300,1125,4,3,2,2,1,50,0,0,1,Jalil,"Montreal, Québec, Canada",0,1,"Montréal, QC, Canada",Cote-des-Neiges-Notre-Dame-de-Grace,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,-73.63115,45.50941,29,59,89,179,10,9,10,10,10,10,90
"HKJL03-D Mongkok cozy R,kitchen,1.2*2m bed,wifi",Private room,Private room,Real Bed,1,365,11,2,1,1,1,424,0,98,1,Laura,"New York, New York, United States",97,39,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.16911,22.32093,21,45,75,75,10,9,10,10,10,10,93
Habitación doble en el centro de la ciudad,Private room,Private room,Real Bed,2,30,23,2,1,1,1,47,0,10,1,Yanina,"Barcelona, Catalonia, Spain",100,1,"Barcelona, Catalunya, Spain",Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,2.18358,41.38484,1,2,2,2,10,10,10,10,10,9,95
Mr. world traveler,Private room,Private room,Real Bed,2,7,9,5,2,2,2,44,0,10,1,(Joe)  American Club,"São Félix da Marinha, Porto, Portugal",100,1,"São Félix da Marinha, Porto, Portugal",,São Félix da Marinha,Porto,Portugal,PT,-8.63757,41.03778,30,60,90,365,8,8,10,10,9,7,70
Spacious 3BR condo in the Plateau Mont-Royal,Entire home/apt,Entire home/apt,Real Bed,5,1125,1,6,3,3,1,150,0,0,1,Constantin,"Montreal, Québec, Canada",100,2,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.58345,45.53049,0,0,0,253,10,8,10,10,10,10,100
Spacious & Charming by Prospect Pk,Entire home/apt,Entire home/apt,Real Bed,14,30,5,2,1,1,1,56,500,70,1,Todd,"Brooklyn, New York",0,1,"Brooklyn, NY, United States",Lefferts Garden,Prospect-Lefferts Gardens,New York,United States,US,-73.96003,40.66068,0,0,0,0,10,9,10,10,10,10,100
Apartamento Céntrico,Private room,Private room,Real Bed,1,1125,2,2,1,1,1,50,0,35,1,Lara,"Barcelona, Catalonia, Spain",100,2,"Barcelona, Catalunya, Spain",La Nova Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,2.14741,41.37974,30,60,90,365,7,8,7,8,10,6,90
Espaço Palmeiras,Entire home/apt,Entire home/apt,Real Bed,2,1125,3,6,3,6,2,40,150,20,1,Paulo,"Vila Nova de Gaia, Porto District, Portugal",0,1,"Vila Nova de Gaia, Porto, Portugal",,Mafamude e Vilar do Paraíso,Porto,Portugal,PT,-8.60358,41.11205,0,0,0,0,10,10,10,10,10,10,100
Private room at Barra / Quarto privativo na Barra,Private room,Private room,Real Bed,1,1125,2,1,1,1,1,201,0,0,1,Paula,"Rio de Janeiro, State of Rio de Janeiro, Brazil",100,1,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,-43.32005393936848,-23.008770033906796,29,59,89,89,10,10,10,10,10,10,100
Humble LOFT - In the ❤ of OLD PORT / Old Montreal,Entire home/apt,Entire home/apt,Real Bed,2,64,44,4,1,2,1,66,136,59,1,Yanick,"Montreal, Québec, Canada",100,2,"Montréal, Québec, Canada",Old Montreal,Ville-Marie,Montreal,Canada,CA,-73.55192,45.50945,18,38,58,58,10,10,10,10,10,10,96
Sea View Private Room with Bathroom-TF6,Private room,Private room,Real Bed,1,1125,2,2,1,1,1,400,0,0,1,The Cove Hostel,HK,95,39,"New Territories, New Territories, Hong Kong",,Islands,Hong Kong,Hong Kong,HK,113.93341,22.22874,0,0,0,0,8,10,10,10,10,9,80
"Hong Kong University, MTR station 5 min walk away",Entire home/apt,Entire home/apt,Real Bed,2,1125,63,6,2,3,1,856,785,306,2,Brend,Hong Kong,100,12,"Hong Kong, Hong Kong, Hong Kong",Sai Ying Pun,Central & Western,Hong Kong,Hong Kong,HK,114.13993,22.28482,14,30,60,314,9,9,10,10,9,9,90
2 Rooms Apt Max5 center of Mongkok,Entire home/apt,Entire home/apt,Real Bed,2,7,45,5,2,3,1,502,1000,300,4,Yuki,Hong Kong,100,3,"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.16694,22.31738,4,9,18,102,10,10,10,10,10,10,95
"900+sq ft Modern Comfy Apartment, TST Centre",Entire home/apt,Entire home/apt,Real Bed,2,1124,11,12,2,7,1,1978,2380,600,4,Abagail,"Hong Kong, Hong Kong",100,12,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17384,22.29765,19,44,74,74,9,9,9,9,9,9,93
Ka maluhia a me ke aloha Kohala,Entire home/apt,Entire home/apt,Real Bed,1,90,12,2,1,1,1,85,200,100,1,Joyce,"Kailua-Kona, Hawaii, United States",100,2,"Kailua-Kona, HI, United States",Island of Hawaiʻi,North Kona,The Big Island,United States,US,-155.9835,19.73763,10,37,64,274,10,10,10,10,10,10,97
"Centre of Kadikoy, cozy apartment",Entire home/apt,Entire home/apt,Real Bed,2,1125,0,4,1,1,1,295,0,0,1,Meltem,"Istanbul, İstanbul, Turkey",0,1,"İstanbul, İstanbul, Turkey",Moda,Kadikoy,Istanbul,Turkey,TR,29.03054,40.98513,23,53,83,173,0,0,0,0,0,0,0
"The Aloha Studio in Sunny Kihei, Maui!",Entire home/apt,Entire home/apt,Real Bed,3,1125,49,2,1,1,1,110,0,80,1,Philippe & Sofia,"Honolulu, Hawaii, United States",100,2,"Kihei, HI, United States",Kihei/Wailea,Kihei-Makena,Maui,United States,US,-156.45704,20.76492,4,8,17,229,10,9,10,10,10,10,93
Hawaiian Jungle Hut,Entire home/apt,Entire home/apt,Real Bed,3,10,139,2,1,1,1,68,0,0,1,Liz,"San Francisco, California, United States",67,2,"Keaau, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,-154.96773,19.55797,30,60,90,365,10,9,10,10,9,10,92
Belle maison,Entire home/apt,Entire home/apt,Real Bed,2,1125,0,2,1,2,1,85,0,0,1,Hamza,"Montreal, Quebec, Canada",0,1,"Montréal, QC, Canada",Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montreal,Canada,CA,-73.70265,45.54136,0,0,0,0,0,0,0,0,0,0,0
Big&Bright RM#B22n,Private room,Private room,Real Bed,32,184,0,2,1,2,2,46,0,0,1,James,"Montreal, Quebec, Canada",100,15,"Montréal, Québec, Canada",Le Sud-Ouest,Le Sud-Ouest,Montreal,Canada,CA,-73.59063,45.45068,10,40,70,276,0,0,0,0,0,0,0
Beach living in Dee Why,Entire home/apt,Entire home/apt,Real Bed,3,1123,1,4,2,2,1,151,0,240,2,Christine,"Neutral Bay, New South Wales, Australia",100,21,"Dee Why, NSW, Australia",,Warringah,Sydney,Australia,AU,151.29191,-33.75445,12,20,50,136,10,10,10,4,10,10,100
Two room suite 1min from subway 20min to Manhattan,Private room,Private room,Real Bed,1,1125,40,2,1,1,1,47,300,15,1,Reina,"New York, New York, United States",100,7,"Brooklyn , NY, United States",Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,-73.95623,40.68915,1,6,16,281,9,10,9,10,9,9,85
Paradise in Willoughby,Entire home/apt,Entire home/apt,Real Bed,5,28,3,8,3,4,2,500,1000,100,1,Debbie,"Willoughby, New South Wales, Australia",0,1,"Willoughby, NSW, Australia",Willoughby,Willoughby,Sydney,Australia,AU,151.19685,-33.79938,0,0,0,0,10,9,10,10,9,9,100
旺角酒店式公寓,Entire home/apt,Entire home/apt,Real Bed,2,1125,5,4,1,1,1,1287,0,280,1,菁,China,100,5,"Hong Kong, Kowloon, Hong Kong",Kowloon City,Kowloon City,Hong Kong,Hong Kong,HK,114.17685,22.31537,0,0,0,0,10,8,10,10,10,10,96
